DeepCSV;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
0, comb, down_correlated, 0, -2.5, 2.5, 20, 30, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))-0.057752786003" 
0, comb, down_correlated, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))-0.0394606633108" 
0, comb, down_correlated, 0, -2.5, 2.5, 30, 50, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))-0.0131540220154" 
0, comb, down_uncorrelated, 1, -2.5, 2.5, 100, 140, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))-0.00467279609592" 
0, comb, down_uncorrelated, 1, -2.5, 2.5, 70, 100, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))-0.00702344449635" 
0, comb, down_uncorrelated, 1, -2.5, 2.5, 200, 300, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))-0.0192977542924" 
0, comb, down_uncorrelated, 1, -2.5, 2.5, 300, 600, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))-0.0416453966611" 
0, comb, down_uncorrelated, 1, -2.5, 2.5, 140, 200, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))-0.0056948320816" 
0, comb, down_uncorrelated, 1, -2.5, 2.5, 50, 70, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))-0.012781721186" 
0, comb, down_uncorrelated, 1, -2.5, 2.5, 20, 30, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))-0.0562569983256" 
0, comb, down_uncorrelated, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))-0.141033824146" 
0, comb, down_uncorrelated, 1, -2.5, 2.5, 30, 50, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))-0.0117218282045" 
0, comb, down_uncorrelated, 0, -2.5, 2.5, 100, 140, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))-0.0018691184152" 
0, comb, down_uncorrelated, 0, -2.5, 2.5, 70, 100, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))-0.00280937780123" 
0, comb, down_uncorrelated, 0, -2.5, 2.5, 200, 300, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))-0.00771910173788" 
0, comb, down_uncorrelated, 0, -2.5, 2.5, 300, 600, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))-0.0166581579453" 
0, comb, down_uncorrelated, 0, -2.5, 2.5, 140, 200, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))-0.00227793283253" 
0, comb, down_uncorrelated, 0, -2.5, 2.5, 50, 70, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))-0.00511268865845" 
0, comb, down_uncorrelated, 0, -2.5, 2.5, 20, 30, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))-0.0225027994245" 
0, comb, down_uncorrelated, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))-0.056413531194" 
0, comb, down_uncorrelated, 0, -2.5, 2.5, 30, 50, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))-0.00468873128543" 
0, comb, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18)))))))+0.15495483577251434" 
0, comb, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18)))))))+0.034911718219518661" 
0, comb, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18)))))))+0.034706663340330124" 
0, comb, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18)))))))+0.034098118543624878" 
0, comb, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18)))))))+0.027623360976576805" 
0, comb, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18)))))))+0.02840440534055233" 
0, comb, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18)))))))+0.032613407820463181" 
0, comb, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18)))))))+0.094103068113327026" 
0, comb, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18)))))))+0.17211243510246277" 
0, comb, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18)))))))+0.061981935054063797" 
0, comb, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18)))))))+0.01396468747407198" 
0, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18)))))))+0.013882665894925594" 
0, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18)))))))+0.013639247976243496" 
0, comb, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18)))))))+0.011049344204366207" 
0, comb, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18)))))))+0.011361761949956417" 
0, comb, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18)))))))+0.013045363128185272" 
0, comb, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18)))))))+0.037641227245330811" 
0, comb, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18)))))))+0.068844974040985107" 
0, comb, up_correlated, 1, -2.5, 2.5, 100, 140, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.0272252648892" 
0, comb, up_correlated, 1, -2.5, 2.5, 70, 100, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.0333669434564" 
0, comb, up_correlated, 1, -2.5, 2.5, 200, 300, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.0262912732467" 
0, comb, up_correlated, 1, -2.5, 2.5, 300, 600, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.0843863043703" 
0, comb, up_correlated, 1, -2.5, 2.5, 140, 200, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.0278276684311" 
0, comb, up_correlated, 1, -2.5, 2.5, 50, 70, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.0322673222276" 
0, comb, up_correlated, 1, -2.5, 2.5, 20, 30, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.1443819631" 
0, comb, up_correlated, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.0986516637657" 
0, comb, up_correlated, 1, -2.5, 2.5, 30, 50, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.0328850545474" 
0, comb, up_correlated, 0, -2.5, 2.5, 100, 140, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.0108901057707" 
0, comb, up_correlated, 0, -2.5, 2.5, 70, 100, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.013346777953" 
0, comb, up_correlated, 0, -2.5, 2.5, 200, 300, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.0105165092833" 
0, comb, up_correlated, 0, -2.5, 2.5, 300, 600, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.033754522103" 
0, comb, up_correlated, 0, -2.5, 2.5, 140, 200, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.0111310671823" 
0, comb, up_correlated, 0, -2.5, 2.5, 50, 70, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.0129069294192" 
0, comb, up_correlated, 0, -2.5, 2.5, 20, 30, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.057752786003" 
0, comb, up_correlated, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.0394606633108" 
0, comb, up_correlated, 0, -2.5, 2.5, 30, 50, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.0131540220154" 
0, comb, up_uncorrelated, 1, -2.5, 2.5, 100, 140, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.00467279609592" 
0, comb, up_uncorrelated, 1, -2.5, 2.5, 70, 100, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.00702344449635" 
0, comb, up_uncorrelated, 1, -2.5, 2.5, 200, 300, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.0192977542924" 
0, comb, up_uncorrelated, 1, -2.5, 2.5, 300, 600, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.0416453966611" 
0, comb, up_uncorrelated, 1, -2.5, 2.5, 140, 200, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.0056948320816" 
0, comb, up_uncorrelated, 1, -2.5, 2.5, 50, 70, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.012781721186" 
0, comb, up_uncorrelated, 1, -2.5, 2.5, 20, 30, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.0562569983256" 
0, comb, up_uncorrelated, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.141033824146" 
0, comb, up_uncorrelated, 1, -2.5, 2.5, 30, 50, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.0117218282045" 
0, comb, up_uncorrelated, 0, -2.5, 2.5, 100, 140, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.0018691184152" 
0, comb, up_uncorrelated, 0, -2.5, 2.5, 70, 100, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.00280937780123" 
0, comb, up_uncorrelated, 0, -2.5, 2.5, 200, 300, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.00771910173788" 
0, comb, up_uncorrelated, 0, -2.5, 2.5, 300, 600, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.0166581579453" 
0, comb, up_uncorrelated, 0, -2.5, 2.5, 140, 200, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.00227793283253" 
0, comb, up_uncorrelated, 0, -2.5, 2.5, 50, 70, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.00511268865845" 
0, comb, up_uncorrelated, 0, -2.5, 2.5, 20, 30, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.0225027994245" 
0, comb, up_uncorrelated, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.056413531194" 
0, comb, up_uncorrelated, 0, -2.5, 2.5, 30, 50, 0, 1, "0.914846+(0.00315637*(log(x+19)*(log(x+18)*(3-(0.425069*log(x+18))))))+0.00468873128543" 
0, mujets, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x)))" 
0, mujets, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x)))" 
0, mujets, down, 1, -2.5, 2.5, 20, 30, 0, 1, "(1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x))))-0.17887815833091736" 
0, mujets, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x))))-0.056078437715768814" 
0, mujets, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x))))-0.104267418384552" 
0, mujets, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x))))-0.10505056381225586" 
0, mujets, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x))))-0.099620640277862549" 
0, mujets, down, 1, -2.5, 2.5, 140, 200, 0, 1, "(1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x))))-0.18846602737903595" 
0, mujets, down, 1, -2.5, 2.5, 200, 300, 0, 1, "(1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x))))-0.15445554256439209" 
0, mujets, down, 1, -2.5, 2.5, 300, 600, 0, 1, "(1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x))))-0.12517496943473816" 
0, mujets, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "(1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x))))-0.15804597735404968" 
0, mujets, down, 0, -2.5, 2.5, 20, 30, 0, 1, "(1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x))))-0.071551263332366943" 
0, mujets, down, 0, -2.5, 2.5, 30, 50, 0, 1, "(1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x))))-0.022431375458836555" 
0, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "(1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x))))-0.04170696809887886" 
0, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "(1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x))))-0.042020224034786224" 
0, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "(1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x))))-0.039848256856203079" 
0, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "(1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x))))-0.075386412441730499" 
0, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "(1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x))))-0.061782214790582657" 
0, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "(1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x))))-0.050069987773895264" 
0, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "(1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x))))-0.063218392431735992" 
0, mujets, down_correlated, 1, -2.5, 2.5, 100, 140, 0, 1, "1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x)))-0.0898431149657" 
0, mujets, down_correlated, 1, -2.5, 2.5, 70, 100, 0, 1, "1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x)))-0.103353835059" 
0, mujets, down_correlated, 1, -2.5, 2.5, 200, 300, 0, 1, "1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x)))-0.149954949723" 
0, mujets, down_correlated, 1, -2.5, 2.5, 300, 600, 0, 1, "1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x)))-0.0999112096185" 
0, mujets, down_correlated, 1, -2.5, 2.5, 140, 200, 0, 1, "1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x)))-0.1853291057" 
0, mujets, down_correlated, 1, -2.5, 2.5, 50, 70, 0, 1, "1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x)))-0.0994693020167" 
0, mujets, down_correlated, 1, -2.5, 2.5, 20, 30, 0, 1, "1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x)))-0.168908151739" 
0, mujets, down_correlated, 1, -2.5, 2.5, 600, 1000, 0, 1, "1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x)))-0.0904623018955" 
0, mujets, down_correlated, 1, -2.5, 2.5, 30, 50, 0, 1, "1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x)))-0.0494185390874" 
0, mujets, down_correlated, 0, -2.5, 2.5, 100, 140, 0, 1, "1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x)))-0.0359372469886" 
0, mujets, down_correlated, 0, -2.5, 2.5, 70, 100, 0, 1, "1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x)))-0.041341532528" 
0, mujets, down_correlated, 0, -2.5, 2.5, 200, 300, 0, 1, "1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x)))-0.059981977455" 
0, mujets, down_correlated, 0, -2.5, 2.5, 300, 600, 0, 1, "1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x)))-0.0399644846811" 
0, mujets, down_correlated, 0, -2.5, 2.5, 140, 200, 0, 1, "1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x)))-0.0741316437657" 
0, mujets, down_correlated, 0, -2.5, 2.5, 50, 70, 0, 1, "1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x)))-0.039787721598" 
0, mujets, down_correlated, 0, -2.5, 2.5, 20, 30, 0, 1, "1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x)))-0.0675632608171" 
0, mujets, down_correlated, 0, -2.5, 2.5, 600, 1000, 0, 1, "1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x)))-0.0361849222611" 
0, mujets, down_correlated, 0, -2.5, 2.5, 30, 50, 0, 1, "1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x)))-0.0197674162483" 
0, mujets, down_uncorrelated, 1, -2.5, 2.5, 100, 140, 0, 1, "1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x)))-0.0430405234939" 
0, mujets, down_uncorrelated, 1, -2.5, 2.5, 70, 100, 0, 1, "1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x)))-0.0188044073501" 
0, mujets, down_uncorrelated, 1, -2.5, 2.5, 200, 300, 0, 1, "1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x)))-0.0370138849935" 
0, mujets, down_uncorrelated, 1, -2.5, 2.5, 300, 600, 0, 1, "1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x)))-0.0754090390176" 
0, mujets, down_uncorrelated, 1, -2.5, 2.5, 140, 200, 0, 1, "1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x)))-0.0342427518826" 
0, mujets, down_uncorrelated, 1, -2.5, 2.5, 50, 70, 0, 1, "1.09261*((1.+(0.00978178*x))/(1.+(0.0128512*x)))-0.0312658358738" 
