DeepCSV;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
0, comb, down_correlated, 1, -2.5, 2.5, 30, 50, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))-0.0338412073213" 
0, comb, down_correlated, 0, -2.5, 2.5, 100, 140, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))-0.0114446436705" 
0, comb, down_correlated, 0, -2.5, 2.5, 70, 100, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))-0.0114708798103" 
0, comb, down_correlated, 0, -2.5, 2.5, 200, 300, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))-0.0137378131065" 
0, comb, down_correlated, 0, -2.5, 2.5, 300, 600, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))-0.0205542953241" 
0, comb, down_correlated, 0, -2.5, 2.5, 140, 200, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))-0.0118609459178" 
0, comb, down_correlated, 0, -2.5, 2.5, 50, 70, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))-0.0116250417764" 
0, comb, down_correlated, 0, -2.5, 2.5, 20, 30, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))-0.0362187250699" 
0, comb, down_correlated, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))-0.0339969335452" 
0, comb, down_correlated, 0, -2.5, 2.5, 30, 50, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))-0.0135364825653" 
0, comb, down_uncorrelated, 1, -2.5, 2.5, 100, 140, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))-0.00703190859866" 
0, comb, down_uncorrelated, 1, -2.5, 2.5, 70, 100, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))-0.00775489640433" 
0, comb, down_uncorrelated, 1, -2.5, 2.5, 200, 300, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))-0.0119436656933" 
0, comb, down_uncorrelated, 1, -2.5, 2.5, 300, 600, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))-0.0425395618981" 
0, comb, down_uncorrelated, 1, -2.5, 2.5, 140, 200, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))-0.00730439482947" 
0, comb, down_uncorrelated, 1, -2.5, 2.5, 50, 70, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))-0.00954960937798" 
0, comb, down_uncorrelated, 1, -2.5, 2.5, 20, 30, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))-0.0366903458155" 
0, comb, down_uncorrelated, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))-0.108237504855" 
0, comb, down_uncorrelated, 1, -2.5, 2.5, 30, 50, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))-0.0119526672131" 
0, comb, down_uncorrelated, 0, -2.5, 2.5, 100, 140, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))-0.00281276338748" 
0, comb, down_uncorrelated, 0, -2.5, 2.5, 70, 100, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))-0.00310195848491" 
0, comb, down_uncorrelated, 0, -2.5, 2.5, 200, 300, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))-0.00477746622499" 
0, comb, down_uncorrelated, 0, -2.5, 2.5, 300, 600, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))-0.0170158240784" 
0, comb, down_uncorrelated, 0, -2.5, 2.5, 140, 200, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))-0.0029217579484" 
0, comb, down_uncorrelated, 0, -2.5, 2.5, 50, 70, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))-0.00381984370672" 
0, comb, down_uncorrelated, 0, -2.5, 2.5, 20, 30, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))-0.0146761380764" 
0, comb, down_uncorrelated, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))-0.0432950019009" 
0, comb, down_uncorrelated, 0, -2.5, 2.5, 30, 50, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))-0.00478106679508" 
0, comb, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x))))+0.097698040306568146" 
0, comb, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x))))+0.035890020430088043" 
0, comb, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x))))+0.030591338872909546" 
0, comb, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x))))+0.029707241803407669" 
0, comb, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x))))+0.029463060200214386" 
0, comb, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x))))+0.030538776889443398" 
0, comb, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x))))+0.036362040787935257" 
0, comb, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x))))+0.066709131002426147" 
0, comb, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x))))+0.13761924207210541" 
0, comb, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x))))+0.039079215377569199" 
0, comb, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x))))+0.014356007799506187" 
0, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x))))+0.012236535549163818" 
0, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x))))+0.011882896535098553" 
0, comb, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x))))+0.011785224080085754" 
0, comb, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x))))+0.012215510942041874" 
0, comb, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x))))+0.014544816687703133" 
0, comb, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x))))+0.026683652773499489" 
0, comb, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x))))+0.055047694593667984" 
0, comb, up_correlated, 1, -2.5, 2.5, 100, 140, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.0286116091442" 
0, comb, up_correlated, 1, -2.5, 2.5, 70, 100, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.0286771999561" 
0, comb, up_correlated, 1, -2.5, 2.5, 200, 300, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.0343445317346" 
0, comb, up_correlated, 1, -2.5, 2.5, 300, 600, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.0513857356921" 
0, comb, up_correlated, 1, -2.5, 2.5, 140, 200, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.0296523643253" 
0, comb, up_correlated, 1, -2.5, 2.5, 50, 70, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.0290626044044" 
0, comb, up_correlated, 1, -2.5, 2.5, 20, 30, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.0905468144315" 
0, comb, up_correlated, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.08499234278" 
0, comb, up_correlated, 1, -2.5, 2.5, 30, 50, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.0338412073213" 
0, comb, up_correlated, 0, -2.5, 2.5, 100, 140, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.0114446436705" 
0, comb, up_correlated, 0, -2.5, 2.5, 70, 100, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.0114708798103" 
0, comb, up_correlated, 0, -2.5, 2.5, 200, 300, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.0137378131065" 
0, comb, up_correlated, 0, -2.5, 2.5, 300, 600, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.0205542953241" 
0, comb, up_correlated, 0, -2.5, 2.5, 140, 200, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.0118609459178" 
0, comb, up_correlated, 0, -2.5, 2.5, 50, 70, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.0116250417764" 
0, comb, up_correlated, 0, -2.5, 2.5, 20, 30, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.0362187250699" 
0, comb, up_correlated, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.0339969335452" 
0, comb, up_correlated, 0, -2.5, 2.5, 30, 50, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.0135364825653" 
0, comb, up_uncorrelated, 1, -2.5, 2.5, 100, 140, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.00703190859866" 
0, comb, up_uncorrelated, 1, -2.5, 2.5, 70, 100, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.00775489640433" 
0, comb, up_uncorrelated, 1, -2.5, 2.5, 200, 300, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.0119436656933" 
0, comb, up_uncorrelated, 1, -2.5, 2.5, 300, 600, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.0425395618981" 
0, comb, up_uncorrelated, 1, -2.5, 2.5, 140, 200, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.00730439482947" 
0, comb, up_uncorrelated, 1, -2.5, 2.5, 50, 70, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.00954960937798" 
0, comb, up_uncorrelated, 1, -2.5, 2.5, 20, 30, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.0366903458155" 
0, comb, up_uncorrelated, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.108237504855" 
0, comb, up_uncorrelated, 1, -2.5, 2.5, 30, 50, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.0119526672131" 
0, comb, up_uncorrelated, 0, -2.5, 2.5, 100, 140, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.00281276338748" 
0, comb, up_uncorrelated, 0, -2.5, 2.5, 70, 100, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.00310195848491" 
0, comb, up_uncorrelated, 0, -2.5, 2.5, 200, 300, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.00477746622499" 
0, comb, up_uncorrelated, 0, -2.5, 2.5, 300, 600, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.0170158240784" 
0, comb, up_uncorrelated, 0, -2.5, 2.5, 140, 200, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.0029217579484" 
0, comb, up_uncorrelated, 0, -2.5, 2.5, 50, 70, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.00381984370672" 
0, comb, up_uncorrelated, 0, -2.5, 2.5, 20, 30, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.0146761380764" 
0, comb, up_uncorrelated, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.0432950019009" 
0, comb, up_uncorrelated, 0, -2.5, 2.5, 30, 50, 0, 1, "0.933791*((1.+(0.0115268*x))/(1.+(0.0103699*x)))+0.00478106679508" 
0, mujets, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))" 
0, mujets, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))" 
0, mujets, down, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x))))-0.10010679066181183" 
0, mujets, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x))))-0.079259693622589111" 
0, mujets, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x))))-0.047392554581165314" 
0, mujets, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x))))-0.053896017372608185" 
0, mujets, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x))))-0.077277041971683502" 
0, mujets, down, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x))))-0.092712901532649994" 
0, mujets, down, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x))))-0.08694746345281601" 
0, mujets, down, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x))))-0.08482871949672699" 
0, mujets, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x))))-0.13743233680725098" 
0, mujets, down, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x))))-0.040042717009782791" 
0, mujets, down, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x))))-0.031703878194093704" 
0, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x))))-0.018957022577524185" 
0, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x))))-0.021558407694101334" 
0, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x))))-0.030910816043615341" 
0, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x))))-0.037085160613059998" 
0, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x))))-0.034778986126184464" 
0, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x))))-0.033931486308574677" 
0, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x))))-0.05497293546795845" 
0, mujets, down_correlated, 1, -2.5, 2.5, 100, 140, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.0747123137804" 
0, mujets, down_correlated, 1, -2.5, 2.5, 70, 100, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.0523181676177" 
0, mujets, down_correlated, 1, -2.5, 2.5, 200, 300, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.0701849420716" 
0, mujets, down_correlated, 1, -2.5, 2.5, 300, 600, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.0687547302902" 
0, mujets, down_correlated, 1, -2.5, 2.5, 140, 200, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.088671162985" 
0, mujets, down_correlated, 1, -2.5, 2.5, 50, 70, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.0428784872287" 
0, mujets, down_correlated, 1, -2.5, 2.5, 20, 30, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.0931702629955" 
0, mujets, down_correlated, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.0875578776306" 
0, mujets, down_correlated, 1, -2.5, 2.5, 30, 50, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.0732144252607" 
0, mujets, down_correlated, 0, -2.5, 2.5, 100, 140, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.0298849246922" 
0, mujets, down_correlated, 0, -2.5, 2.5, 70, 100, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.0209272677957" 
0, mujets, down_correlated, 0, -2.5, 2.5, 200, 300, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.0280739772193" 
0, mujets, down_correlated, 0, -2.5, 2.5, 300, 600, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.0275018900006" 
0, mujets, down_correlated, 0, -2.5, 2.5, 140, 200, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.0354684652434" 
0, mujets, down_correlated, 0, -2.5, 2.5, 50, 70, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.0171513957422" 
0, mujets, down_correlated, 0, -2.5, 2.5, 20, 30, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.0372681060046" 
0, mujets, down_correlated, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.0350231531037" 
0, mujets, down_correlated, 0, -2.5, 2.5, 30, 50, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.029285770918" 
0, mujets, down_uncorrelated, 1, -2.5, 2.5, 100, 140, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.0197436416466" 
0, mujets, down_uncorrelated, 1, -2.5, 2.5, 70, 100, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.0129456566367" 
0, mujets, down_uncorrelated, 1, -2.5, 2.5, 200, 300, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.0513218794209" 
0, mujets, down_uncorrelated, 1, -2.5, 2.5, 300, 600, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.0496860011893" 
0, mujets, down_uncorrelated, 1, -2.5, 2.5, 140, 200, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.0270759480994" 
0, mujets, down_uncorrelated, 1, -2.5, 2.5, 50, 70, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.0201863707167" 
0, mujets, down_uncorrelated, 1, -2.5, 2.5, 20, 30, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.0366151830523" 
0, mujets, down_uncorrelated, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.105930473732" 
0, mujets, down_uncorrelated, 1, -2.5, 2.5, 30, 50, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.0303602860147" 
0, mujets, down_uncorrelated, 0, -2.5, 2.5, 100, 140, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.00789745684546" 
0, mujets, down_uncorrelated, 0, -2.5, 2.5, 70, 100, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.00517826273112" 
0, mujets, down_uncorrelated, 0, -2.5, 2.5, 200, 300, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.0205287524964" 
0, mujets, down_uncorrelated, 0, -2.5, 2.5, 300, 600, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.019874400859" 
0, mujets, down_uncorrelated, 0, -2.5, 2.5, 140, 200, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.010830379078" 
0, mujets, down_uncorrelated, 0, -2.5, 2.5, 50, 70, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.00807454822878" 
0, mujets, down_uncorrelated, 0, -2.5, 2.5, 20, 30, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.014646073206" 
0, mujets, down_uncorrelated, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.0423721887638" 
0, mujets, down_uncorrelated, 0, -2.5, 2.5, 30, 50, 0, 1, "0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x)))-0.0121441143887" 
0, mujets, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x))))+0.10010679066181183" 
0, mujets, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x))))+0.079259693622589111" 
0, mujets, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x))))+0.047392554581165314" 
0, mujets, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x))))+0.053896017372608185" 
0, mujets, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.863456*((1.+(0.104778*x))/(1.+(0.0891066*x))))+0.077277041971683502" 
