CSVv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
2, comb, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))-0.057414546608924866" 
2, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))-0.052904844284057617" 
2, comb, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))-0.05942951887845993" 
2, comb, down, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))-0.075208760797977448" 
2, comb, down, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))-0.12805105745792389" 
2, comb, down, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))-0.14711466431617737" 
2, comb, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))-0.19650924205780029" 
2, comb, down, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))-0.043936111032962799" 
2, comb, down, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))-0.014487267471849918" 
2, comb, down, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))-0.016404155641794205" 
2, comb, down, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))-0.015115669928491116" 
2, comb, down, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))-0.016979862004518509" 
2, comb, down, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))-0.021488217636942863" 
2, comb, down, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))-0.036586016416549683" 
2, comb, down, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))-0.042032759636640549" 
2, comb, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))-0.056145496666431427" 
2, comb, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))+0.1537763923406601" 
2, comb, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))+0.050705436617136002" 
2, comb, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))+0.057414546608924866" 
2, comb, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))+0.052904844284057617" 
2, comb, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))+0.05942951887845993" 
2, comb, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))+0.075208760797977448" 
2, comb, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))+0.12805105745792389" 
2, comb, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))+0.14711466431617737" 
2, comb, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))+0.19650924205780029" 
2, comb, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))+0.043936111032962799" 
2, comb, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))+0.014487267471849918" 
2, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))+0.016404155641794205" 
2, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))+0.015115669928491116" 
2, comb, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))+0.016979862004518509" 
2, comb, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))+0.021488217636942863" 
2, comb, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))+0.036586016416549683" 
2, comb, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))+0.042032759636640549" 
2, comb, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))+0.056145496666431427" 
2, mujets, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x)))" 
2, mujets, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x)))" 
2, mujets, down, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))-0.17193958163261414" 
2, mujets, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))-0.063078433275222778" 
2, mujets, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))-0.10936954617500305" 
2, mujets, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))-0.095126628875732422" 
2, mujets, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))-0.18524777889251709" 
2, mujets, down, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))-0.20483848452568054" 
2, mujets, down, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))-0.21537494659423828" 
2, mujets, down, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))-0.16189232468605042" 
2, mujets, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))-0.20479178428649902" 
2, mujets, down, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))-0.049125596880912781" 
2, mujets, down, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))-0.018022408708930016" 
2, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))-0.031248442828655243" 
2, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))-0.027179036289453506" 
2, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))-0.052927937358617783" 
2, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))-0.058525282889604568" 
2, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))-0.061535697430372238" 
2, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))-0.046254947781562805" 
2, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))-0.058511938899755478" 
2, mujets, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))+0.17193958163261414" 
2, mujets, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))+0.063078433275222778" 
2, mujets, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))+0.10936954617500305" 
2, mujets, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))+0.095126628875732422" 
2, mujets, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))+0.18524777889251709" 
2, mujets, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))+0.20483848452568054" 
2, mujets, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))+0.21537494659423828" 
2, mujets, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))+0.16189232468605042" 
2, mujets, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))+0.20479178428649902" 
2, mujets, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))+0.049125596880912781" 
2, mujets, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))+0.018022408708930016" 
2, mujets, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))+0.031248442828655243" 
2, mujets, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))+0.027179036289453506" 
2, mujets, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))+0.052927937358617783" 
2, mujets, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))+0.058525282889604568" 
2, mujets, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))+0.061535697430372238" 
2, mujets, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))+0.046254947781562805" 
2, mujets, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.975691*((1.+(0.0455387*x))/(1.+(0.0533201*x))))+0.058511938899755478" 
0, incl, central, 2, 0, 2.5, 20, 1000, 0, 1, "0.948763+0.000459508*x+-2.36079e-07*x*x+4.13462/x" 
0, incl, down, 2, 0, 2.5, 20, 1000, 0, 1, "(0.948763+0.000459508*x+-2.36079e-07*x*x+4.13462/x)*(1-(0.0799901+-1.32939e-06*x+-1.72049e-09*x*x))" 
0, incl, down_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.948763+0.000459508*x+-2.36079e-07*x*x+4.13462/x)*(1-(0.0676111+6.86045e-07*x+-4.29739e-09*x*x))" 
0, incl, down_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.948763+0.000459508*x+-2.36079e-07*x*x+4.13462/x)*(1-(0.0417174))" 
0, incl, up, 2, 0, 2.5, 20, 1000, 0, 1, "(0.948763+0.000459508*x+-2.36079e-07*x*x+4.13462/x)*(1+(0.0799901+-1.32939e-06*x+-1.72049e-09*x*x))" 
0, incl, up_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.948763+0.000459508*x+-2.36079e-07*x*x+4.13462/x)*(1+(0.0676111+6.86045e-07*x+-4.29739e-09*x*x))" 
0, incl, up_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.948763+0.000459508*x+-2.36079e-07*x*x+4.13462/x)*(1+(0.0417174))" 
1, incl, central, 2, 0, 2.5, 20, 1000, 0, 1, "0.949449+0.000516201*x+7.13398e-08*x*x+-3.55644e-10*x*x*x" 
1, incl, down, 2, 0, 2.5, 20, 1000, 0, 1, "(0.949449+0.000516201*x+7.13398e-08*x*x+-3.55644e-10*x*x*x)*(1-(0.115123+0.000153114*x+-1.72111e-07*x*x))" 
1, incl, down_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.949449+0.000516201*x+7.13398e-08*x*x+-3.55644e-10*x*x*x)*(1-(0.0812896+0.00019305*x+-2.1446e-07*x*x))" 
1, incl, down_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.949449+0.000516201*x+7.13398e-08*x*x+-3.55644e-10*x*x*x)*(1-(0.082197))" 
1, incl, up, 2, 0, 2.5, 20, 1000, 0, 1, "(0.949449+0.000516201*x+7.13398e-08*x*x+-3.55644e-10*x*x*x)*(1+(0.115123+0.000153114*x+-1.72111e-07*x*x))" 
1, incl, up_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.949449+0.000516201*x+7.13398e-08*x*x+-3.55644e-10*x*x*x)*(1+(0.0812896+0.00019305*x+-2.1446e-07*x*x))" 
1, incl, up_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.949449+0.000516201*x+7.13398e-08*x*x+-3.55644e-10*x*x*x)*(1+(0.082197))" 
2, incl, central, 2, 0, 2.5, 20, 1000, 0, 1, "0.943355+8.95816/(x*x)+0.000240703*x" 
2, incl, down, 2, 0, 2.5, 20, 1000, 0, 1, "(0.943355+8.95816/(x*x)+0.000240703*x)*(1-(0.328059+-0.000156486*x+3.52282e-07*x*x))" 
2, incl, down_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.943355+8.95816/(x*x)+0.000240703*x)*(1-(0.245861+-0.000233379*x+4.41185e-07*x*x))" 
2, incl, down_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.943355+8.95816/(x*x)+0.000240703*x)*(1-(0.223533))" 
2, incl, up, 2, 0, 2.5, 20, 1000, 0, 1, "(0.943355+8.95816/(x*x)+0.000240703*x)*(1+(0.328059+-0.000156486*x+3.52282e-07*x*x))" 
2, incl, up_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.943355+8.95816/(x*x)+0.000240703*x)*(1+(0.245861+-0.000233379*x+4.41185e-07*x*x))" 
2, incl, up_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.943355+8.95816/(x*x)+0.000240703*x)*(1+(0.223533))" 
